PRIM_STATE,NAICS_TITLE,OCC_TITLE,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90
US,Information,Secretaries and Administrative Assistants,29930,37700,47460,62800,80450
OR,Cross-industry,Healthcare Practitioners and Technical Occupations,46910,62220,95220,119530,158310
SC,Cross-industry,Office and Administrative Support Occupations,23270,29010,36470,46210,59540
US,Retail Trade,Financial Specialists,39150,50240,76600,101820,143410
US,Real Estate and Rental and Leasing,Assemblers and Fabricators,29440,29680,37250,47060,48980
US,Construction,Supervisors of Construction and Extraction Workers,47460,58470,72600,91310,107580
US,"Mining, Quarrying, and Oil and Gas Extraction",Other Production Occupations,33420,37800,47700,60300,77850
MA,Cross-industry,Construction and Extraction Occupations,37920,48030,62070,93710,120190
US,Transportation and Warehousing,Metal Workers and Plastic Workers,38050,48340,62800,80300,81050
US,Utilities,Healthcare Practitioners and Technical Occupations,59640,74820,94800,101650,127770
US,Real Estate and Rental and Leasing,Air Transportation Workers,38510,78460,104000,133670,158800
OK,Cross-industry,Architecture and Engineering Occupations,46640,60710,78270,104120,146040
US,Wholesale Trade,Art and Design Workers,28660,32900,38480,57030,80140
US,Finance and Insurance,"Other Installation, Maintenance, and Repair Occupations",29610,37260,47120,60400,76150
US,Utilities,Computer Occupations,61650,78320,100730,127110,151760
MA,Cross-industry,"Life, Physical, and Social Science Occupations",49110,62800,94780,129480,166780
US,Other Services (except Public Administration),"Baggage Porters, Bellhops, and Concierges",24960,28780,31200,37790,39870
IL,Cross-industry,Architecture and Engineering Occupations,48930,62160,79610,101720,128950
AR,Cross-industry,Computer and Mathematical Occupations,37040,48290,76740,99640,126790
OK,Cross-industry,Construction and Extraction Occupations,29280,36450,45010,58410,75880
KY,Cross-industry,Building and Grounds Cleaning and Maintenance Occupations,18600,23070,28350,31880,38420
PA,Cross-industry,Office and Administrative Support Occupations,26700,30280,38060,48380,62500
US,Wholesale Trade,Supervisors of Protective Service Workers,39950,48370,63400,76980,98070
US,Accommodation and Food Services,Personal Appearance Workers,18460,23090,29120,36510,55670
US,Real Estate and Rental and Leasing,Supervisors of Protective Service Workers,33460,42600,55300,77480,82090
UT,Cross-industry,Healthcare Practitioners and Technical Occupations,30620,47000,63560,81770,129130
ME,Cross-industry,"Installation, Maintenance, and Repair Occupations",30380,37520,47550,60400,76220
MA,Cross-industry,Business and Financial Operations Occupations,48710,62560,81090,106130,155090
US,Retail Trade,Sales and Related Occupations,21930,23450,29150,36110,47590
US,Educational Services,Secretaries and Administrative Assistants,28720,35420,39990,48680,61400
US,Cross-industry,Supervisors of Construction and Extraction Workers,47330,58000,72010,92150,108120
MS,Cross-industry,Healthcare Support Occupations,17950,22250,23720,28890,36450
US,Accommodation and Food Services,Other Food Preparation and Serving Related Workers,18360,22190,27050,29950,35210
US,Retail Trade,Personal Care and Service Occupations,22100,23620,29120,36110,47460
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Other Healthcare Support Occupations,28690,36580,45980,52790,59860
ID,Cross-industry,Management Occupations,32760,47370,75030,101340,156750
US,Wholesale Trade,Financial Clerks,29860,37090,45930,50350,61920
US,Information,Mathematical Science Occupations,48370,72820,100640,132770,174550
US,Construction,Plant and System Operators,37770,45230,49120,62570,97420
US,Construction,"Supervisors of Farming, Fishing, and Forestry Workers",38020,38020,38910,48370,61700
LA,Cross-industry,Protective Service Occupations,22350,28560,37620,49380,63360
MN,Cross-industry,Architecture and Engineering Occupations,48480,62020,79080,101470,128330
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Computer Occupations,49880,67370,90810,109240,131330
DE,Cross-industry,"Installation, Maintenance, and Repair Occupations",29650,37500,48900,64310,80400
US,Real Estate and Rental and Leasing,Financial Specialists,43570,58280,76450,98680,131140
US,Health Care and Social Assistance,Occupational Therapy and Physical Therapist Assistants and Aides,27060,36060,58110,64920,79270
US,Cross-industry,Other Personal Care and Service Workers,20650,23710,29540,37430,48640
US,"Professional, Scientific, and Technical Services","Forest, Conservation, and Logging Workers",29840,34360,37940,42120,43770
WY,Cross-industry,Office and Administrative Support Occupations,24420,29810,37500,47270,59500
MS,Cross-industry,Protective Service Occupations,19530,24510,31550,40700,51610
US,Health Care and Social Assistance,"Baggage Porters, Bellhops, and Concierges",24170,28410,30310,35870,38970
US,"Mining, Quarrying, and Oil and Gas Extraction",Other Construction and Related Workers,36750,47420,62210,81050,124680
IL,Cross-industry,"Life, Physical, and Social Science Occupations",38310,49900,71820,100620,134250
US,Construction,"Sales Representatives, Wholesale and Manufacturing",30110,45180,62380,93860,129960
US,Manufacturing,"Other Installation, Maintenance, and Repair Occupations",36750,45680,52210,61890,76750
OH,Cross-industry,Food Preparation and Serving Related Occupations,19440,21190,22800,29200,36780
LA,Cross-industry,"Installation, Maintenance, and Repair Occupations",27330,34930,46880,61120,78940
VA,Cross-industry,Building and Grounds Cleaning and Maintenance Occupations,22310,23570,29390,36500,45900
NC,Cross-industry,Sales and Related Occupations,18150,22810,29390,48360,80990
US,Cross-industry,Engineers,61000,77470,99040,127110,162240
US,Retail Trade,Other Transportation Workers,23400,24960,29280,30490,37570
US,Manufacturing,Rail Transportation Workers,38690,47040,59950,62020,75460
US,Real Estate and Rental and Leasing,Media and Communication Workers,29120,31650,40470,64290,98720
US,Utilities,"Life, Physical, and Social Science Occupations",64490,81530,99340,117270,130680
US,Other Services (except Public Administration),Supervisors of Transportation and Material Moving Workers,28440,31170,39030,49890,63120
US,Construction,Construction Trades Workers,30130,37610,47890,62210,85340
US,Other Services (except Public Administration),"Sales Representatives, Wholesale and Manufacturing",27580,38040,51250,76920,101030
US,Management of Companies and Enterprises,Other Food Preparation and Serving Related Workers,21730,22290,26530,28560,36060
FL,Cross-industry,Business and Financial Operations Occupations,37140,47780,62050,84070,124030
WI,Cross-industry,Healthcare Practitioners and Technical Occupations,37080,56170,75000,95460,133160
US,Health Care and Social Assistance,Educational Instruction and Library Occupations,22640,27310,29540,37140,51650
US,Transportation and Warehousing,Top Executives,46870,64880,96610,129030,199470
US,Real Estate and Rental and Leasing,"Sales Representatives, Wholesale and Manufacturing",29820,38520,54640,79470,104330
US,Cross-industry,Protective Service Occupations,27370,31450,46590,64610,96900
US,"Professional, Scientific, and Technical Services",Printing Workers,23330,29460,36590,45760,59110
US,Information,"Entertainers and Performers, Sports and Related Workers",33640,48730,75640,124890,202320
DC,Cross-industry,Food Preparation and Serving Related Occupations,31280,31630,35530,45760,62050
US,"Arts, Entertainment, and Recreation",Tour and Travel Guides,19440,23720,29130,35840,46220
US,Educational Services,Building Cleaning and Pest Control Workers,23100,28390,30790,38750,48420
US,Administrative and Support and Waste Management and Remediation Services,Food and Beverage Serving Workers,19430,24230,29120,32990,39750
US,Construction,"Sales Representatives, Services",33430,47420,62890,96050,128350
US,Finance and Insurance,Construction Trades Workers,29010,29710,46900,76920,95250
US,Construction,Food and Beverage Serving Workers,18160,18300,23830,30000,35560
US,Management of Companies and Enterprises,Food Processing Workers,23840,28360,29400,36920,42280
US,"Arts, Entertainment, and Recreation",Protective Service Occupations,19500,22680,28870,33570,43200
US,Administrative and Support and Waste Management and Remediation Services,Building Cleaning and Pest Control Workers,22130,23830,29270,34870,38580
US,Wholesale Trade,"Sales Representatives, Wholesale and Manufacturing",31680,46790,62230,97870,131470
US,"Arts, Entertainment, and Recreation","Supervisors of Installation, Maintenance, and Repair Workers",37490,47470,60550,77020,96320
MD,Cross-industry,Personal Care and Service Occupations,24440,26660,29620,37690,49960
US,Other Services (except Public Administration),Health Technologists and Technicians,28820,29780,37180,47130,59940
US,Health Care and Social Assistance,Personal Care and Service Occupations,21180,23340,29220,36030,43040
KS,Cross-industry,Computer and Mathematical Occupations,43880,57640,77750,101140,128320
US,Other Services (except Public Administration),Supervisors of Protective Service Workers,31740,40250,50540,64810,97630
PA,Cross-industry,Building and Grounds Cleaning and Maintenance Occupations,22270,24660,29970,37370,46960
US,Health Care and Social Assistance,Food and Beverage Serving Workers,22390,24450,29170,31890,38360
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Supervisors of Office and Administrative Support Workers,40290,48310,61200,77640,96300
US,Health Care and Social Assistance,Building and Grounds Cleaning and Maintenance Occupations,22600,25630,29970,36680,46720
NJ,Cross-industry,"Farming, Fishing, and Forestry Occupations",25720,28350,30620,37640,50470
US,Cross-industry,Agricultural Workers,26000,29120,29680,34790,43210
US,Educational Services,Agricultural Workers,18880,26040,37580,47120,60770
US,"Professional, Scientific, and Technical Services",Protective Service Occupations,29820,39140,49250,64670,94960
US,Retail Trade,Architecture and Engineering Occupations,38060,48280,76710,102390,130660
SC,Cross-industry,"Life, Physical, and Social Science Occupations",36560,44920,59240,79160,103030
NV,Cross-industry,Personal Care and Service Occupations,17940,18240,23530,30420,47660
NE,Cross-industry,Computer and Mathematical Occupations,39350,59030,78920,102410,129670
US,"Agriculture, Forestry, Fishing and Hunting",Other Protective Service Workers,26580,28830,29650,36360,46390
US,Educational Services,Cooks and Food Preparation Workers,19740,23400,29030,35840,39840
US,Management of Companies and Enterprises,Personal Appearance Workers,22880,22890,22980,37790,62010
US,Management of Companies and Enterprises,Grounds Maintenance Workers,27820,28820,32310,39950,60150
US,"Professional, Scientific, and Technical Services",Building and Grounds Cleaning and Maintenance Occupations,22290,28050,30920,39010,49850
US,Other Services (except Public Administration),Occupational Health and Safety Specialists and Technicians,42480,50730,64430,82430,103980
US,Health Care and Social Assistance,"Drafters, Engineering Technicians, and Mapping Technicians",29870,46840,54820,62230,79080
US,Wholesale Trade,Other Production Occupations,26420,29890,36990,46490,58660
IA,Cross-industry,Transportation and Material Moving Occupations,23610,30000,37870,48180,60910
MS,Cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",22620,29420,38550,58090,77030
AZ,Cross-industry,Management Occupations,46750,61660,97920,130630,191790
ID,Cross-industry,Healthcare Practitioners and Technical Occupations,33120,46940,63880,91870,130350
US,Transportation and Warehousing,Sales and Related Occupations,29900,38590,61380,80340,104160
US,"Arts, Entertainment, and Recreation","Material Recording, Scheduling, Dispatching, and Distributing Workers",26830,30020,37680,47830,60170
US,Management of Companies and Enterprises,Occupational Health and Safety Specialists and Technicians,48230,62110,79790,104500,132830
US,"Professional, Scientific, and Technical Services",Supervisors of Personal Care and Service Workers,29120,32140,38760,48040,61240
